TargetPos_Z	IsShowPath	IsRandomSpeed	TargetAngularSpeed	Points	Distance	Angle	IntPoints	Lag	Index_Speed	Index_Lag	LaserDotTarget	TargetSpeed	PreviousDirDot	PointsThisRun	PointsTotal	Frames	Date
-7.49	1	0	6.58238	7.56245	0.38195	2.78036	7.08696	32	-1	14	0.661137	1	-0.0975844	3739	310897	529	2023-1-26-12:11:50
-7.49	1	0	6.05778	10.1151	0.0983194	0.676376	9.87805	4	-1	13	0.798882	1	0.410924	5254	316151	533	2023-1-26-12:11:58
-7.49	0	0	12.9617	7.079	0.415022	3.04526	6.60417	16	-1	12	0.542959	2	-0.0330978	3476	319627	528	2023-1-26-12:12:7
-7.49	0	0	23.6874	7.05443	0.408149	3.12492	6.62357	2	-1	11	0.718495	4	-0.624182	3474	323101	526	2023-1-26-12:12:16
-7.49	1	0	13.6201	9.44922	0.172309	1.23117	9.02852	1	-1	10	0.870463	2	-0.319914	4739	327840	526	2023-1-26-12:12:25
-7.49	0	0	43.5296	0.34114	0.0681151	30.2857	0.29981	64	-1	9	-0.11722	8	-0.369394	149	327989	527	2023-1-26-12:12:39
-7.49	0	0	3.2136	7.43507	0.396103	2.93921	6.9	64	-1	8	0.0326555	0.5	0.0710719	3647	331636	530	2023-1-26-12:12:53
-7.49	0	0	39.1903	3.42401	0.571324	5.45537	3.09506	0	-1	7	0.737212	8	-0.408778	1617	333253	526	2023-1-26-12:13:2
-7.49	0	0	3.57047	10.2481	0.0835458	0.622135	9.98682	4	-1	6	0.738442	0.5	0.190779	5292	338545	531	2023-1-26-12:13:10
-7.49	0	0	3.523	10.3279	0.0746752	0.553555	10.1729	8	-1	5	0.915363	0.5	0.40398	5402	343947	532	2023-1-26-12:13:19
-7.49	1	0	6.51747	9.25132	0.194297	1.35479	8.81168	16	-1	4	0.777379	1	0.060452	4668	348615	531	2023-1-26-12:13:29
-7.49	0	0	1.78524	10.5934	0.0451786	0.336177	10.6335	2	-1	3	0.846094	0.25	0.461597	5647	354262	532	2023-1-26-12:13:37
-7.49	0	0	31.6697	3.51588	0.467407	5.45031	3.19011	4	-1	2	0.64272	8	-0.375446	1669	355931	526	2023-1-26-12:13:45
-7.49	1	0	11.6629	1.88625	0.389071	9.24251	1.68182	64	-1	1	0.220578	2	-0.170372	878	356809	528	2023-1-26-12:13:58
-7.49	1	0	1.74776	10.4413	0.0620803	0.459118	10.428	8	-1	0	-0.104794	0.25	-0.363997	5496	362305	528	2023-1-26-12:14:7
-7.49	0	0	12.0192	4.00747	0.600291	6.55563	3.64394	32	-1	95	0.400769	2	-0.255071	1913	1913	528	2023-1-26-12:23:40
-7.49	1	0	3.4621	10.2233	0.0862964	0.639847	10.0621	0	-1	94	0.833884	0.5	0.15859	5332	7245	531	2023-1-26-12:23:49
-7.49	0	0	6.72932	7.6397	0.373367	2.77809	7.17424	32	-1	93	0.483389	1	-0.252191	3778	11023	528	2023-1-26-12:23:58
-7.49	0	0	40.7887	4.37298	0.409074	5.39539	4.05513	0	-1	92	0.648652	8	-0.629958	2122	13145	526	2023-1-26-12:24:7
-7.49	0	0	37.5798	4.21181	0.406886	5.05136	3.83871	2	-1	91	0.656465	8	-0.39639	2013	15158	527	2023-1-26-12:24:16
-7.49	1	0	13.9702	8.22627	0.308192	2.28875	7.76938	8	-1	90	0.605444	2	-0.199022	4099	19257	529	2023-1-26-12:24:29
-7.49	1	0	1.78208	10.525	0.052773	0.401006	10.483	16	-1	89	0.815069	0.25	0.0808378	5546	24803	530	2023-1-26-12:24:40
-7.49	1	0	3.58529	10.4375	0.0624991	0.466978	10.3684	2	-1	88	0.92968	0.5	0.282707	5506	30309	532	2023-1-26-12:24:49
-7.49	0	0	23.0627	4.13957	0.530934	5.72306	3.78748	16	-1	87	0.528313	4	-0.394103	1986	32295	527	2023-1-26-12:24:57
-7.49	1	0	1.80035	10.61	0.0433347	0.323975	10.6465	1	-1	86	0.832555	0.25	-0.0687978	5622	37917	529	2023-1-26-12:25:6
-7.49	0	0	37.0324	4.49376	0.504207	4.92554	4.12903	4	-1	85	0.62319	8	-0.328072	2166	40083	527	2023-1-26-12:25:13
-7.49	0	0	24.6395	7.0932	0.407139	2.92085	6.66667	1	-1	84	0.664184	4	-0.204845	3510	43593	528	2023-1-26-12:25:23
-7.49	0	0	3.40529	5.55745	0.604728	4.75767	5.07736	64	-1	83	-0.122678	0.5	-0.170338	2681	46274	530	2023-1-26-12:25:41
-7.49	1	0	1.90454	10.5522	0.0497589	0.399008	10.5389	4	-1	82	0.59941	0.25	-0.322941	5543	51817	527	2023-1-26-12:25:50
-7.49	1	0	24.0722	1.20298	0.388439	13.2019	1.04952	64	-1	81	0.384757	4	-0.508403	540	52357	525	2023-1-26-12:26:1
-7.49	0	0	6.61785	10.0256	0.108268	0.803368	9.74859	1	-1	80	0.828566	1	0.4179	5185	57542	533	2023-1-26-12:26:10
-7.49	1	0	33.6135	0.29024	0.0707394	21.9635	0.252372	64	-1	79	0.245806	8	-0.427308	124	57666	527	2023-1-26-12:26:27
-7.49	1	0	3.25401	8.94863	0.22793	1.75823	8.46139	64	-1	78	0.730175	0.5	0.271076	4483	62149	531	2023-1-26-12:26:41
-7.49	1	0	14.4713	9.51963	0.164486	1.24778	9.11553	0	-1	77	0.833048	2	-0.0586581	4803	66952	528	2023-1-26-12:26:50
-7.49	0	0	26.3108	5.93139	0.514916	4.19321	5.51044	8	-1	76	0.602719	4	-0.291902	2893	69845	527	2023-1-26-12:26:59
-7.49	1	0	23.2412	8.45683	0.282575	1.81733	7.95627	2	-1	75	0.780441	4	-0.417845	4176	74021	526	2023-1-26-12:27:8
-7.49	1	0	40.6935	5.25826	0.552908	3.72333	4.79924	4	-1	74	0.828664	8	-0.40545	2523	76544	528	2023-1-26-12:27:16
-7.49	0	0	3.59451	8.60052	0.266609	2.09909	8.13559	32	-1	73	0.350107	0.5	0.0651669	4309	80853	531	2023-1-26-12:27:27
-7.49	1	0	3.66245	10.4555	0.0604984	0.467767	10.3605	4	-1	72	0.777471	0.5	-0.160636	5449	86302	527	2023-1-26-12:27:39
-7.49	1	0	1.81735	10.6995	0.0333918	0.258324	10.843	2	-1	71	0.703634	0.25	0.678192	5790	92092	535	2023-1-26-12:27:47
-7.49	0	0	3.6726	9.62557	0.152714	1.19567	9.26604	16	-1	70	0.752499	0.5	0.124782	4900	96992	530	2023-1-26-12:27:58
-7.49	0	0	1.86502	10.1595	0.0933925	0.739696	9.85499	16	-1	69	0.508404	0.25	0.147046	5222	102214	531	2023-1-26-12:28:9
-7.49	1	0	39.5734	6.31372	0.430421	3.4445	5.87311	1	-1	68	0.902238	8	-0.371252	3090	105304	528	2023-1-26-12:28:18
-7.49	0	0	3.81231	9.9806	0.113267	0.893989	9.71186	8	-1	67	0.842201	0.5	0.0153292	5147	110451	531	2023-1-26-12:28:27
-7.49	0	0	3.75372	10.3282	0.0746477	0.581482	10.1404	1	-1	66	0.869299	0.5	-0.122761	5333	115784	527	2023-1-26-12:28:36
-7.49	1	0	1.79653	10.2331	0.0852058	0.667174	9.91902	32	-1	65	0.763077	0.25	0.0195671	5256	121040	531	2023-1-26-12:28:48
-7.49	0	0	24.0544	7.30355	0.380681	2.77286	6.82231	0	-1	64	0.738983	4	-0.14487	3598	124638	529	2023-1-26-12:28:57
-7.49	0	0	14.6361	9.10169	0.210924	1.60322	8.70265	1	-1	63	0.777177	2	-0.157725	4585	129223	528	2023-1-26-12:29:7
-7.49	1	0	14.0886	9.24404	0.195106	1.38406	8.81285	2	-1	62	0.751533	2	-0.0432527	4651	133874	529	2023-1-26-12:29:15
-7.49	1	0	7.12049	10.3554	0.0716179	0.553631	10.1842	0	-1	61	0.892165	1	0.361164	5407	139281	532	2023-1-26-12:29:23
-7.49	0	0	6.85733	9.58016	0.15776	1.17727	9.23004	4	-1	60	0.672403	1	-0.280245	4845	144126	526	2023-1-26-12:29:33
-7.49	0	0	13.7485	1.4352	0.319582	12.3153	1.26705	64	-1	59	-0.0116391	2	-0.255166	658	144784	528	2023-1-26-12:29:48
-7.49	1	0	3.57501	9.47351	0.169609	1.32774	9.01326	32	-1	58	0.373393	0.5	-0.124712	4748	149532	528	2023-1-26-12:29:58
-7.49	1	0	7.32779	9.79499	0.13389	1.04282	9.44234	16	-1	57	0.807986	1	-0.0847016	4985	154517	529	2023-1-26-12:30:7
-7.49	1	0	6.54499	7.8446	0.3506	2.69211	7.35917	64	-1	56	0.616744	1	-0.135498	3883	158400	529	2023-1-26-12:30:20
-7.49	1	0	33.5144	0.924107	0.246174	12.8288	0.81749	32	-1	55	0.550826	8	-0.556015	421	158821	526	2023-1-26-12:30:31
-7.49	1	0	25.3894	8.52949	0.274501	1.92639	8.06604	4	-1	54	0.895595	4	-0.0326222	4264	163085	530	2023-1-26-12:30:40
-7.49	0	0	12.276	8.93485	0.229462	1.59412	8.50284	2	-1	53	0.720128	2	-0.0869715	4487	167572	529	2023-1-26-12:30:48
-7.49	1	0	7.577	9.9522	0.116423	0.916673	9.60943	4	-1	52	0.810549	1	-0.0188609	5083	172655	530	2023-1-26-12:30:57
-7.49	1	0	13.5644	9.85504	0.127217	0.927516	9.48582	1	-1	51	0.923825	2	0.0797639	5008	177663	529	2023-1-26-12:31:6
-7.49	0	0	6.53237	9.23181	0.196465	1.43157	8.86792	8	-1	50	0.683491	1	0.0569181	4689	182352	530	2023-1-26-12:31:15
-7.49	0	0	25.5918	2.58404	0.433269	9.19586	2.33837	32	-1	49	0.375385	4	-0.171235	1227	183579	529	2023-1-26-12:31:24
-7.49	1	0	3.86801	10.4666	0.0592716	0.471899	10.3465	1	-1	48	0.93341	0.5	0.0957092	5484	189063	531	2023-1-26-12:31:32
-7.49	1	0	33.6963	6.33917	0.469468	2.94661	5.91856	0	-1	47	0.740658	8	-0.308646	3115	192178	528	2023-1-26-12:38:32
-7.49	0	0	38.0286	2.09951	0.302746	10.6204	1.91841	16	-1	46	0.52515	8	-0.502491	1002	193180	527	2023-1-26-12:38:45
-7.49	1	0	7.0762	10.2972	0.0780876	0.587581	10.1664	2	-1	45	0.87544	1	-0.0543752	5368	198548	529	2023-1-26-12:38:53
-7.49	1	0	3.67399	10.2001	0.0888775	0.69236	9.83835	16	-1	44	0.926178	0.5	0.276588	5224	203772	532	2023-1-26-12:39:2
-7.49	1	0	6.28339	10.1796	0.0911545	0.627741	9.90093	8	-1	43	0.923531	1	0.674916	5286	209058	535	2023-1-26-12:39:11
-7.49	0	0	1.81293	10.5378	0.0513544	0.394802	10.5446	0	-1	42	0.789868	0.25	-0.089517	5546	214604	527	2023-1-26-12:39:19
-7.49	0	0	3.58724	10.3837	0.0684728	0.521796	10.2004	2	-1	41	0.634884	0.5	-0.160165	5386	219990	529	2023-1-26-12:39:28
-7.49	0	0	40.503	5.09997	0.492588	4.38877	4.67992	1	-1	40	0.6992	8	-0.307335	2461	222451	528	2023-1-26-12:39:36
-7.49	0	0	1.8575	10.6201	0.0422089	0.330074	10.6798	4	-1	39	0.84711	0.25	0.12825	5661	228112	531	2023-1-26-12:39:45
-7.49	1	0	25.1076	6.00409	0.562799	4.14151	5.537	16	-1	38	0.784606	4	-0.556652	2908	231020	527	2023-1-26-12:39:54
-7.49	1	0	25.3659	8.76559	0.248267	1.76447	8.30171	0	-1	37	0.904011	4	-0.271697	4365	235385	527	2023-1-26-12:40:2
-7.49	0	0	13.1776	8.30293	0.300219	2.15527	7.87452	8	-1	36	0.648057	2	-0.51388	4133	239518	526	2023-1-26-12:40:11
-7.49	0	0	7.14914	10.0011	0.110986	0.825892	9.70321	2	-1	35	0.794648	1	0.0132245	5123	244641	529	2023-1-26-12:40:20
-7.49	0	0	3.785	10.4601	0.0599918	0.471331	10.3616	0	-1	34	0.889188	0.5	0.092858	5492	250133	531	2023-1-26-12:40:28
-7.49	1	0	13.9577	9.47877	0.169025	1.22076	9.10189	4	-1	33	0.865353	2	0.10202	4813	254946	530	2023-1-26-12:40:37
-7.49	1	0	7.30769	9.99375	0.111806	0.859944	9.63188	1	-1	32	0.863017	1	-0.272187	5066	260012	527	2023-1-26-12:40:45
-7.49	1	0	11.3757	8.6136	0.265155	1.72862	8.14745	16	-1	31	0.871308	2	-0.128679	4300	264312	529	2023-1-26-12:40:54
-7.49	0	0	23.7731	7.57439	0.336475	2.66485	7.12357	2	-1	30	0.701813	4	-0.685534	3736	268048	526	2023-1-26-12:41:2
-7.49	0	0	1.75807	9.85941	0.126732	0.98132	9.42561	32	-1	29	0.429048	0.25	0.107522	4994	273042	531	2023-1-26-12:41:12
-7.49	1	0	38.9381	6.62633	0.488897	2.93424	6.11954	2	-1	28	0.873799	8	-0.412976	3215	276257	527	2023-1-26-12:41:20
-7.49	0	0	11.9314	9.38568	0.179369	1.15904	9.02079	0	-1	27	0.873037	2	-0.229885	4762	281019	529	2023-1-26-12:41:28
-7.49	1	0	23.9853	4.36609	0.583787	5.40148	3.9414	32	-1	26	0.792632	4	-0.123998	2074	283093	529	2023-1-26-12:41:38
-7.49	1	0	1.8745	10.5231	0.0529884	0.416934	10.4708	8	-1	25	0.56377	0.25	0.14052	5551	288644	531	2023-1-26-12:41:47
-7.49	0	0	38.674	2.82043	0.39714	7.18716	2.55028	8	-1	24	0.513663	8	-0.522196	1334	289978	527	2023-1-26-12:41:56
-7.49	1	0	1.84863	10.67	0.0366666	0.283476	10.7759	0	-1	23	0.93182	0.25	0.191078	5712	295690	531	2023-1-26-12:42:5
-7.49	1	0	6.88365	9.26899	0.192335	1.48159	8.83365	32	-1	22	0.741001	1	0.0214141	4663	300353	529	2023-1-26-12:42:14
-7.49	1	0	24.7592	7.07686	0.435904	2.93813	6.60837	1	-1	21	0.780234	4	-0.587283	3465	303818	526	2023-1-26-12:42:23
-7.49	1	0	11.1704	3.57261	0.520103	6.56003	3.2312	64	-1	20	0.603272	2	0.249772	1709	305527	532	2023-1-26-12:42:36
-7.49	1	0	32.9816	2.77457	0.305587	7.20015	2.54426	16	-1	19	0.74868	8	-0.0490875	1340	306867	531	2023-1-26-12:42:45
-7.49	0	0	14.0114	8.99542	0.222731	1.59053	8.57925	4	-1	18	0.705238	2	0.119161	4537	311404	530	2023-1-26-12:42:54
-7.49	0	0	1.69668	9.16159	0.204268	1.58757	8.69187	64	-1	17	0.348124	0.25	-0.00810792	4589	315993	529	2023-1-26-12:43:5
-7.49	0	0	21.4249	0.930951	0.180529	17.0541	0.821632	64	-1	16	-0.0565339	4	-0.376389	424	316417	527	2023-1-26-12:43:14
-7.49	1	0	1.72439	9.59373	0.156252	1.22842	9.24242	64	-1	15	0.780149	0.25	-0.308789	4870	321287	528	2023-1-26-12:43:27
-7.49	0	0	3.7369	10.2929	0.0785667	0.611874	10.0907	4	-1	14	0.853044	0.5	0.0940339	5328	326615	529	2023-1-26-12:43:35
-7.49	0	0	1.88317	10.5331	0.0518732	0.404483	10.4991	2	-1	13	0.765028	0.25	0.404915	5585	332200	533	2023-1-26-12:43:44
-7.49	0	0	24.4916	7.97362	0.33672	2.26948	7.53296	4	-1	12	0.784858	4	0.116722	3989	336189	531	2023-1-26-12:43:52
-7.49	1	0	12.9264	6.79155	0.467605	3.51039	6.30361	32	-1	11	0.761847	2	-0.55267	3312	339501	527	2023-1-26-12:44:1
-7.49	1	0	3.61391	10.3133	0.0762953	0.582847	10.1061	8	-1	10	0.867718	0.5	-0.309445	5327	344828	528	2023-1-26-12:44:10
-7.49	1	0	25.6177	7.83777	0.351358	2.40127	7.3447	8	-1	9	0.821986	4	-0.366159	3868	348696	528	2023-1-26-12:44:18
-7.49	0	0	42.0715	0.814176	0.219159	16.8564	0.708333	32	-1	8	0.441253	8	-0.339632	365	349061	528	2023-1-26-12:44:28
-7.49	0	0	1.86622	10.4277	0.0635938	0.491972	10.3783	8	-1	7	0.888458	0.25	-0.418529	5449	354510	526	2023-1-26-12:44:37
-7.49	0	0	6.78795	3.27896	0.574961	7.45917	2.96981	64	-1	6	0.0897704	1	-0.0112407	1563	356073	530	2023-1-26-12:44:49
-7.49	1	0	37.5935	5.74032	0.522055	3.43805	5.30857	8	-1	5	0.819877	8	-0.648904	2778	358851	525	2023-1-26-12:44:58
-7.49	0	0	6.63631	8.52	0.275555	1.98695	8.02072	16	-1	4	0.683066	1	0.141065	4248	363099	531	2023-1-26-12:45:7
-7.49	0	0	46.1313	0.140928	0.027765	28.5318	0.13093	64	-1	3	-0.0406107	8	-0.368452	58	363157	527	2023-1-26-12:45:20
-7.49	0	0	7.55759	10.1505	0.0943934	0.733238	9.88512	0	-1	2	0.811358	1	0.173647	5239	368396	531	2023-1-26-12:45:30
-7.49	0	0	11.7915	7.10793	0.413969	2.78583	6.65784	16	-1	1	0.665564	2	-0.239174	3512	371908	529	2023-1-26-12:45:39
-7.49	0	0	1.90308	10.4735	0.0584973	0.458713	10.4256	1	-1	0	0.744562	0.25	0.0866757	5526	377434	531	2023-1-26-12:45:47
TargetPos_Z	IsShowPath	IsRandomSpeed	TargetAngularSpeed	Points	Distance	Angle	IntPoints	Lag	Index_Speed	Index_Lag	LaserDotTarget	TargetSpeed	PreviousDirDot	PointsThisRun	PointsTotal	Frames	Date
-7.49	1	0	36.4161	3.47247	0.470952	5.74863	3.13748	1	-1	95	0.814489	8	-0.0394491	1656	1656	531	2023-2-9-11:0:29
-7.49	1	0	3.52843	9.63712	0.151431	1.14921	9.30624	2	-1	94	0.474012	0.5	0.0275165	4912	6568	529	2023-2-9-11:0:45
-7.49	1	0	1.84382	10.5268	0.0525759	0.405438	10.4589	1	-1	93	0.944894	0.25	-0.588572	5460	12028	523	2023-2-9-11:0:53
-7.49	1	0	1.82212	10.4114	0.0653962	0.502123	10.2925	0	-1	92	0.50268	0.25	0.00386979	5444	17472	530	2023-2-9-11:1:3
-7.49	1	0	6.73139	10.2037	0.0884743	0.649807	9.95627	8	-1	91	0.787143	1	-0.491601	5227	22699	526	2023-2-9-11:1:10
-7.49	0	0	1.82493	10.5325	0.0519399	0.400429	10.5386	8	-1	90	0.710613	0.25	0.261126	5585	28284	531	2023-2-9-11:1:19
-7.49	1	0	23.7582	7.32681	0.408132	2.76194	6.8482	0	-1	89	0.870102	4	-0.540222	3599	31883	527	2023-2-9-11:1:27
-7.49	1	0	13.9888	9.10963	0.210041	1.60229	8.67173	4	-1	88	0.848025	2	-0.588648	4559	36442	527	2023-2-9-11:1:34
-7.49	0	0	7.113	7.50945	0.387839	3.00398	7.01507	32	-1	87	0.504635	1	0.151994	3715	40157	531	2023-2-9-11:1:46
-7.49	0	0	3.34514	8.99605	0.222661	1.72182	8.54943	64	-1	86	0.279578	0.5	-0.588412	4487	44644	526	2023-2-9-11:1:55
-7.49	1	0	7.4401	9.43001	0.174444	1.35009	9.06818	1	-1	85	0.779052	1	-0.107431	4777	49421	528	2023-2-9-11:2:2
-7.49	0	0	26.3359	6.80226	0.469813	3.41819	6.30361	1	-1	84	0.735764	4	-0.585587	3312	52733	527	2023-2-9-11:2:10
-7.49	1	0	1.81149	10.2702	0.0810899	0.620373	10.0586	2	-1	83	0.897385	0.25	-0.174242	5311	58044	529	2023-2-9-11:2:18
-7.49	0	0	26.492	6.85237	0.423528	3.40223	6.3855	0	-1	82	0.625611	4	-0.523048	3336	61380	524	2023-2-9-11:2:25
-7.49	0	0	36.4688	3.07132	0.429249	7.18201	2.80228	0	-1	81	0.675689	8	-0.370456	1463	62843	526	2023-2-9-11:2:36
-7.49	0	0	22.8003	0.436322	0.115204	27.9102	0.381404	64	-1	80	0.0694777	4	-0.258362	190	63033	527	2023-2-9-11:2:54
-7.49	0	0	10.6139	8.76753	0.248052	1.41678	8.33333	8	-1	79	0.740856	2	0.281081	4415	67448	531	2023-2-9-11:3:2
-7.49	1	0	1.6344	8.1783	0.313522	2.38481	7.71212	64	-1	78	0.296792	0.25	-0.203668	4062	71510	528	2023-2-9-11:3:17
-7.49	1	0	23.4682	6.59595	0.345772	4.32421	6.18216	1	-1	77	0.668035	4	-0.30064	3248	74758	527	2023-2-9-11:3:24
-7.49	1	0	6.99588	7.72606	0.331486	2.82459	7.27925	32	-1	76	0.573493	1	-0.145205	3848	78606	530	2023-2-9-11:3:35
-7.49	0	0	3.57942	10.1294	0.0967305	0.735912	9.84499	8	-1	75	0.666907	0.5	-0.30235	5198	83804	529	2023-2-9-11:3:43
-7.49	1	0	24.3833	7.58743	0.35606	2.58577	7.10985	4	-1	74	0.867639	4	-0.0940767	3744	87548	528	2023-2-9-11:3:51
-7.49	1	0	24.931	8.35624	0.293751	2.08961	7.88425	2	-1	73	0.89854	4	-0.353267	4145	91693	527	2023-2-9-11:3:58
-7.49	0	0	3.46112	10.3679	0.0702304	0.523003	10.2736	2	-1	72	0.85802	0.5	-0.0290878	5434	97127	530	2023-2-9-11:4:6
-7.49	1	0	3.55073	10.3315	0.0742824	0.565273	10.1117	8	-1	71	0.741721	0.5	-0.221306	5328	102455	528	2023-2-9-11:4:13
-7.49	0	0	7.0479	9.9293	0.118967	0.894239	9.60264	2	-1	70	0.802115	1	0.132799	5088	107543	531	2023-2-9-11:4:21
-7.49	0	0	6.81945	9.26768	0.19248	1.40874	8.75895	16	-1	69	0.686377	1	0.257069	4640	112183	531	2023-2-9-11:4:29
-7.49	1	0	1.75081	10.3663	0.0704137	0.535955	10.1394	16	-1	68	0.830582	0.25	0.189807	5374	117557	531	2023-2-9-11:4:39
-7.49	0	0	7.04723	9.03123	0.218752	1.65563	8.6148	8	-1	67	0.578908	1	-0.315262	4530	122087	527	2023-2-9-11:4:46
-7.49	0	0	12.0636	1.54234	0.274902	15.4248	1.37996	64	-1	66	-0.108131	2	-0.231668	720	122807	529	2023-2-9-11:4:58
-7.49	1	0	3.62594	10.1265	0.0970517	0.757149	9.7803	16	-1	65	0.849319	0.5	-0.333472	5154	127961	528	2023-2-9-11:5:7
-7.49	0	0	25.2894	5.62239	0.478824	4.50864	5.18857	4	-1	64	0.68856	4	-0.475558	2714	130675	525	2023-2-9-11:5:17
-7.49	0	0	12.2672	8.95099	0.227668	1.48026	8.51321	1	-1	63	0.742123	2	0.0206885	4502	135177	530	2023-2-9-11:5:25
-7.49	1	0	1.82635	9.15558	0.166186	1.69899	9.06968	4	-1	62	0.338608	0.25	0.175595	4806	139983	531	2023-2-9-11:5:33
-7.49	0	0	48.9963	0.168018	0.042131	38.5186	0.144487	64	-1	61	-0.170574	8	-0.520612	67	140050	526	2023-2-9-11:5:48
-7.49	1	0	44.5632	0.270158	0.125129	18.5429	0.234286	32	-1	60	0.4955	8	-0.396556	114	140164	525	2023-2-9-11:6:0
-7.49	1	0	13.3015	9.62049	0.153278	1.09507	9.20841	1	-1	59	0.924839	2	-0.175416	4805	144969	523	2023-2-9-11:6:8
-7.49	1	0	12.695	9.8006	0.133266	0.908161	9.47538	0	-1	58	0.852104	2	-0.00153153	4992	149961	528	2023-2-9-11:6:15
-7.49	0	0	36.7797	4.47667	0.495021	5.16819	4.1219	1	-1	57	0.678888	8	-0.632258	2154	152115	525	2023-2-9-11:6:24
-7.49	0	0	13.5008	5.49946	0.548671	4.50585	5.05303	16	-1	56	0.567385	2	-0.308771	2660	154775	528	2023-2-9-11:6:34
-7.49	1	0	36.5308	6.11299	0.450612	2.9046	5.69754	0	-1	55	0.864119	8	-0.147203	3004	157779	529	2023-2-9-11:6:42
-7.49	1	0	11.8174	9.09655	0.211494	1.37889	8.65537	8	-1	54	0.799393	2	0.17819	4585	162364	531	2023-2-9-11:6:50
-7.49	0	0	13.3845	3.68857	0.598854	6.56117	3.32264	32	-1	53	0.381035	2	-0.00793623	1750	164114	530	2023-2-9-11:6:59
-7.49	1	0	3.12921	7.51004	0.387774	2.8325	7.02068	64	-1	52	0.307281	0.5	0.385204	3726	167840	532	2023-2-9-11:7:11
-7.49	0	0	36.2473	0.8024	0.138352	18.4535	0.723485	32	-1	51	0.31291	8	-0.271573	373	168213	528	2023-2-9-11:7:20
-7.49	0	0	1.64078	9.26494	0.192785	1.486	8.78612	64	-1	50	0.550831	0.25	0.48464	4676	172889	533	2023-2-9-11:7:30
-7.49	0	0	25.2767	6.43914	0.459529	3.68345	5.99431	2	-1	49	0.666218	4	-0.540209	3149	176038	527	2023-2-9-11:7:37
-7.49	1	0	6.49364	9.9621	0.115322	0.809129	9.6087	2	-1	48	0.811981	1	-0.0818219	5073	181111	529	2023-2-9-11:7:44
-7.49	0	0	1.7467	10.2599	0.0822368	0.624739	9.98102	16	-1	47	0.713274	0.25	-0.225341	5250	186361	527	2023-2-9-11:13:45
-7.49	0	0	23.7203	6.03239	0.468865	3.71378	5.59057	8	-1	46	0.736866	4	0.0267311	2953	189314	530	2023-2-9-11:13:52
-7.49	1	0	1.75543	10.5172	0.0536452	0.410537	10.5038	8	-1	45	0.70404	0.25	0.0432041	5556	194870	530	2023-2-9-11:14:0
-7.49	1	0	13.5171	9.64851	0.150165	1.09927	9.30755	2	-1	44	0.832753	2	-0.154039	4923	199793	530	2023-2-9-11:14:7
-7.49	0	0	6.81605	9.77776	0.135805	1.01518	9.42533	0	-1	43	0.772752	1	-0.296406	4975	204768	529	2023-2-9-11:14:15
-7.49	0	0	3.24711	10.5814	0.0465112	0.33488	10.5674	1	-1	42	0.772868	0.5	0.58932	5632	210400	534	2023-2-9-11:14:22
-7.49	0	0	3.39366	7.81219	0.246667	3.49283	7.38041	32	-1	41	0.383718	0.5	0.208388	3908	214308	531	2023-2-9-11:14:33
-7.49	0	0	13.889	9.24203	0.19533	1.45288	8.85849	0	-1	40	0.796836	2	0.047276	4685	218993	530	2023-2-9-11:14:40
-7.49	0	0	5.98215	3.40879	0.614995	6.94076	3.06049	64	-1	39	-0.08812	1	-0.20546	1609	220602	529	2023-2-9-11:14:53
-7.49	0	0	1.77294	10.5271	0.0525423	0.398458	10.4868	2	-1	38	0.823569	0.25	0.0360487	5547	226149	530	2023-2-9-11:15:1
-7.49	1	0	7.15811	10.2841	0.0795477	0.594501	10.0681	0	-1	37	0.873739	1	0.00878236	5316	231465	529	2023-2-9-11:15:10
-7.49	1	0	37.3592	3.89686	0.496486	5.34731	3.53598	8	-1	36	0.829097	8	-0.249336	1857	233322	528	2023-2-9-11:15:18
-7.49	1	0	3.587	10.3088	0.0768029	0.584922	10.1248	0	-1	35	0.810305	0.5	-0.180912	5346	238668	529	2023-2-9-11:15:26
-7.49	1	0	11.5056	1.66032	0.409003	11.1373	1.44213	64	-1	34	0.136631	2	-0.142492	751	239419	527	2023-2-9-11:15:37
-7.49	1	0	23.7482	1.59903	0.446864	9.93787	1.38899	32	-1	33	0.658093	4	-0.312046	723	240142	527	2023-2-9-11:15:51
-7.49	0	0	11.9117	8.54535	0.272739	1.77815	8.11909	2	-1	32	0.6886	2	-0.336423	4285	244427	529	2023-2-9-11:15:59
-7.49	1	0	36.8432	4.51339	0.462221	4.98567	4.12642	16	-1	31	0.809333	8	-0.0159441	2177	246604	530	2023-2-9-11:16:7
-7.49	1	0	3.26492	9.78591	0.134899	0.989444	9.40713	32	-1	30	0.667859	0.5	0.491623	5004	251608	533	2023-2-9-11:16:17
-7.49	1	0	7.02458	9.82542	0.130509	0.972275	9.33021	4	-1	29	0.845602	1	0.369604	4963	256571	533	2023-2-9-11:16:24
-7.49	0	0	13.7099	8.50354	0.277384	2.05885	8.04924	4	-1	28	0.740908	2	-0.126928	4240	260811	528	2023-2-9-11:16:31
-7.49	1	0	23.9332	6.86299	0.420465	3.08138	6.42075	8	-1	27	0.832014	4	-0.0816056	3393	264204	530	2023-2-9-11:16:39
-7.49	1	0	3.47903	10.1028	0.0996894	0.746208	9.80943	4	-1	26	0.767637	0.5	0.0539179	5188	269392	530	2023-2-9-11:16:47
